string_id,context,ko,en,ja,zh-Hans,zh-Hant,es,fr,de,pt-BR,notes,status
p03_21.codex.01.card.25.text,lore,"글자 아닌 두 문양, 한 귀퉁이만 겹쳐 새겨진 돌.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.26.label,lore,**미완성 조각상 & 처음 그린 벽** (11),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.26.text,lore,영원히 만들어지는 중인 조각상. 시작이 가장 오래 남는 벽.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.27.label,lore,**발끝 표식 & 돌아온 자의 깃발** (12),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.27.text,lore,"뛰었다는 자국과, 뛰고 돌아온 이가 꽂은 깃발.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.28.label,lore,**첫 밤의 등불 & 문지방의 금** (13),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.28.text,lore,"명명절의 약속과, 함께 산 날이 한 줄씩 셈에 드는 문지방.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.29.label,lore,**처음 심은 자리 푯말 & 더디 자란 화분** (14),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.29.text,lore,정원의 첫 씨앗 자리. 너무 더뎌 오히려 사랑받는 화분.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.30.label,lore,**오늘의 얼굴 돌 & 잔잔해지는 종** (15),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.30.text,lore,매일 표정이 달라지는 돌. 마음이 잔잔해질 때까지 기다리는 종.,,,,,,,,,wb_v1,ko_draft
s04_index.title,lore,숙소와 하루,,,,,,,,,wb_v1,ko_draft
s04_index.category,lore,생활/도입,,,,,,,,,wb_v1,ko_draft
s04_index.nav_label,lore,숙소와 하루,,,,,,,,,wb_v1,ko_draft
s04_index.summary.01,lore,"숙소가 자라는 방식과, 아이동과 함께 흘러가는 하루의 리듬.",,,,,,,,,wb_v1,ko_draft
s04_index.body.01,lore,"이 장은 섬에서 가장 작은 자리를 다룬다. 구역이나 무대가 아니라, 매일 돌아오는 집이다. 아침에 일어나 식사를 함께 하고, 저녁이 되면 잠자리 이야기를 나누고, 밤이 지나면 꿈이 기록으로 남는다. 숙소는 섬의 앵커다. 어디를 다녀오더라도 여기로 돌아온다.",,,,,,,,,wb_v1,ko_draft
s04_index.body.02,lore,하위 항목: p04_01 숙소의 성장 → p04_02 아이동 방 → p04_03 기능성 방 → p04_04 마당 → p04_05 깨우기 → p04_06 아침·점심·저녁 → p04_07 재우기와 잠자리 이야기 → p04_08 꿈일기 → p04_09 시간대와 생활감 → p04_10 방치와 부재의 안전한 법칙 → p04_11 오늘의 작은 변화,,,,,,,,,wb_v1,ko_draft
p04_01.title,lore,숙소의 성장,,,,,,,,,wb_v1,ko_draft
p04_01.category,lore,생활/공간,,,,,,,,,wb_v1,ko_draft
p04_01.nav_label,lore,숙소의 성장,,,,,,,,,wb_v1,ko_draft
p04_01.summary.01,lore,"처음 문을 연 날의 숙소와, 아이동이 깃든 뒤의 숙소. 같은 자리의 전후 대비.",,,,,,,,,wb_v1,ko_draft
p04_01.body.01,lore,"숙소는 처음부터 집이 아니었다. 지붕 위에 잡풀이 올라오고, 처마 끝에서 빗물이 한 줄 흘렀으며, 창틀은 회색 칠이 벗겨진 채 그대로였다. 문을 열면 삐걱이는 소리가 나고, 안쪽에는 오래 사람이 살지 않은 곳 특유의, 공기가 움직이지 않는 냄새가 있었다. 그러나 부서진 건 없었다. 기다리던 것처럼, 그냥 비어 있었다.",,,,,,,,,wb_v1,ko_draft
p04_01.body.02,lore,"처음 아이동이 들어왔을 때, 무엇이 먼저 바뀌었는지는 알 수 없다. 다만 그날부터 숙소는 조금씩 달라졌다. 누가 고친 게 아니라, 그냥 살게 되었다.",,,,,,,,,wb_v1,ko_draft
p04_01.quote.01,lore,집은 고치는 것이 아니다. 살기 시작하면 집이 된다.,,,,,,,,,wb_v1,ko_draft
p04_01.data.01.title,lore,전 · 후,,,,,,,,,wb_v1,ko_draft
p04_01.data.01.row.01.label,lore,회색버전,,,,,,,,,wb_v1,ko_draft
p04_01.data.01.row.01.value,lore,"** 지붕에 잡풀, 창문 안 어둠, 처마 밑 빗물 자국. 문 앞에 아무도 없음. 마당 한가운데 빈 화분 하나.",,,,,,,,,wb_v1,ko_draft
p04_01.data.01.row.02.label,lore,반짝버전,,,,,,,,,wb_v1,ko_draft
p04_01.data.01.row.02.value,lore,** 처마 아래 빨랫줄에 작은 옷 한 벌. 창문 너머 불빛. 마당에 싹이 돋은 화분. 문 앞에 아이동의 발자국이 두 개. 지붕 위로 연기 한 줄.,,,,,,,,,wb_v1,ko_draft
p04_02.title,lore,아이동 방,,,,,,,,,wb_v1,ko_draft
p04_02.category,lore,생활/공간,,,,,,,,,wb_v1,ko_draft
p04_02.nav_label,lore,아이동 방,,,,,,,,,wb_v1,ko_draft
p04_02.summary.01,lore,아이동이 자기 방을 갖는 방식. 사용자와 함께 사는 작은 사적 공간.,,,,,,,,,wb_v1,ko_draft
p04_02.body.01,lore,"아이동 방은 처음에 거의 비어 있다. 발밑에 깔린 작은 매트, 창문 하나, 그리고 아이동이 어디서 주워 온 것인지 모를 사물 하나. 방은 설명보다 먼저 그 방에 사는 아이동을 말한다.",,,,,,,,,wb_v1,ko_draft
p04_02.body.02,lore,"강아지 아이동의 방은 언제나 신발이 두 켤레 흩어져 있다. 고양이 아이동의 방은 창틀 위에 뭔가 올려져 있고, 그게 오늘은 조개껍데기, 내일은 조약돌이다. 곰 아이동의 방은 이불이 바닥에 끌려 있고, 그 위에 책이 한 권 엎어져 있다. 방은 치워지지 않은 채로 그 아이동답다.",,,,,,,,,wb_v1,ko_draft
p04_02.body.03,lore,"시간이 쌓이면 방도 쌓인다. 함께 다녀온 구역에서 주워온 것들, 어느 날 저절로 생긴 소품, 잠들기 전 남긴 흔적. 방은 아이동이 이 섬에서 보낸 시간의 전시가 아니라 그냥 살던 자리다. 그래서 예쁘게 정렬되지 않는다.",,,,,,,,,wb_v1,ko_draft
p04_02.body.04,lore,"문을 살짝 열었을 때, 아이동이 안에 있으면 알아챈다. 그리고 알아챈 쪽이 먼저 움직인다.",,,,,,,,,wb_v1,ko_draft
p04_02.quote.01,lore,방은 쓰는 사람의 무늬를 닮는다.,,,,,,,,,wb_v1,ko_draft
p04_03.title,lore,기능성 방,,,,,,,,,wb_v1,ko_draft
p04_03.category,lore,생활/공간,,,,,,,,,wb_v1,ko_draft
p04_03.nav_label,lore,기능성 방,,,,,,,,,wb_v1,ko_draft
p04_03.summary.01,lore,"숙소 안의 공용 공간들. 부엌, 연습실, 도감 방의 역할과 분위기.",,,,,,,,,wb_v1,ko_draft
p04_03.body.01,lore,"숙소에는 아이동 방 외에도 몇 개의 방이 더 있다. 어떤 방인지는 처음부터 정해져 있지 않다. 숙소가 자라면서, 쓰임이 생기면서, 방도 하나씩 모양을 갖춘다.",,,,,,,,,wb_v1,ko_draft
p04_03.body.02,lore,"부엌은 숙소에서 가장 먼저 냄새가 나는 곳이다. 이른 아침, 쌀이 물을 흡수하는 소리가 먼저 시작되고, 조금 뒤 무언가 달궈지는 냄새가 방문 아래로 스며든다. 부엌의 선반에는 마당 장독대에서 가져온 항아리들이 나란히 서 있다. 간장, 된장, 고추장. 라벨은 없고 손때가 묻어 있다.",,,,,,,,,wb_v1,ko_draft
p04_03.body.03,lore,"연습실은 조용하다고 생각했지만 그렇지 않다. 발자국 소리, 숨 소리, 그리고 가끔 무언가가 바닥에 닿는 낮은 소리. 창문을 열어두면 마당에서 바람이 들어온다. 아이동이 혼자 있을 때와 같이 있을 때의 연습실은 공기가 다르다. 어떻게 다른지는, 직접 들어가 보지 않으면 모른다.",,,,,,,,,wb_v1,ko_draft
p04_03.body.04,lore,"도감 방은 가장 조용한 방이다. 여기서 나는 것들, 길에서 주운 것들, 누군가 두고 간 것들이 정해진 자리 없이 모인다. 먼지가 쌓이기 전에 한 번씩 꺼내 보는 것, 그것이 이 방의 용도다.",,,,,,,,,wb_v1,ko_draft
p04_04.title,lore,마당,,,,,,,,,wb_v1,ko_draft
p04_04.category,lore,생활/공간,,,,,,,,,wb_v1,ko_draft
p04_04.nav_label,lore,마당,,,,,,,,,wb_v1,ko_draft
p04_04.summary.01,lore,"숙소 앞마당. 아이동이 가장 자주 나와 있는 자리, 집밥의 재료가 자라는 곳.",,,,,,,,,wb_v1,ko_draft
p04_04.body.01,lore,"마당은 숙소에서 가장 많은 일이 일어나는 곳이다. 그러나 대부분의 일은 별것 아니다. 아이동이 처마 밑에 앉아 하늘을 보거나, 빨랫줄 아래를 천천히 지나가거나, 화분 앞에서 뭔가를 들여다보거나.",,,,,,,,,wb_v1,ko_draft
p04_04.body.02,lore,"마당 한쪽에는 장독대가 있다. 간장, 된장, 고추장 항아리가 계절마다 다른 양을 담고 있다. 닭장도 있다. 닭은 아침이면 먼저 일어나 있고, 달걀은 아무도 부탁하지 않았는데 거기 있다. 화분도 있다. 어떤 화분은 성장의 정원에서 가져온 씨앗이 자라고 있고, 어떤 화분은 무엇인지 모르는 것이 자라고 있다.",,,,,,,,,wb_v1,ko_draft
p04_04.body.03,lore,"빨랫줄에는 작은 것들이 걸린다. 아이동의 것인지, 누군가 두고 간 것인지 헷갈리는 것들이. 바람이 불면 줄이 흔들리고, 매달린 것들이 함께 흔들린다. 그 소리가 이 마당에서 가장 자주 나는 소리다.",,,,,,,,,wb_v1,ko_draft
p04_04.body.04,lore,마당에 있으면 안에 있는 것보다 시간이 느리게 간다. 그게 이 자리의 좋은 점이다.,,,,,,,,,wb_v1,ko_draft
p04_04.quote.01,lore,마당은 집에서 가장 열려 있는 자리다. 그래서 가장 많은 것이 지나간다.,,,,,,,,,wb_v1,ko_draft
p04_05.title,lore,깨우기,,,,,,,,,wb_v1,ko_draft
p04_05.category,lore,생활/하루,,,,,,,,,wb_v1,ko_draft
p04_05.nav_label,lore,깨우기,,,,,,,,,wb_v1,ko_draft
p04_05.summary.01,lore,하루가 시작되는 방식. 아이동이 잠에서 깨어나는 이른 아침의 풍경.,,,,,,,,,wb_v1,ko_draft
p04_05.body.01,lore,아이동은 깨우지 않으면 스스로 일어나지 않는다. 이 점은 알고 들어가야 한다.,,,,,,,,,wb_v1,ko_draft
p04_05.body.02,lore,"문을 두드리면, 처음에는 아무 소리도 나지 않는다. 조금 기다리면 이불이 움직이는 낮은 기척이 들린다. 그 다음은 아이동마다 다르다. 곰 아이동은 이불을 한 번 더 끌어당기고, 강아지 아이동은 귀가 먼저 세워진다. 고양이 아이동은 눈을 뜨는 데 시간이 걸린다. 햄스터 아이동은 이미 깨어 있지만 일어나지 않은 채로 있다.",,,,,,,,,wb_v1,ko_draft
p04_05.body.03,lore,"창문을 먼저 열어두면 조금 다르다. 빛이 방 안으로 들어오고, 마당에서 나는 소리, 닭 소리, 바람, 빨랫줄의 흔들림이 방 안에 섞인다. 그렇게 하면 이불 속에서 조금 더 빨리 움직이는 것 같다.",,,,,,,,,wb_v1,ko_draft
p04_05.body.04,lore,"깨운 뒤 아이동이 먼저 하는 것은 창밖을 보는 것이다. 오늘의 날씨를 확인하는 건지, 아니면 그냥 습관인지는 모른다. 창틀에 손을 얹고 잠깐 바깥을 바라보는 그 뒷모습이, 이른 아침에 이 숙소에서 볼 수 있는 가장 조용한 장면이다.",,,,,,,,,wb_v1,ko_draft
p04_05.body.05,lore,아침은 거기서부터 시작된다.,,,,,,,,,wb_v1,ko_draft
p04_05.quote.01,lore,"깨운 쪽도, 깨어나는 쪽도, 첫 마디는 잠시 뒤에 나온다.",,,,,,,,,wb_v1,ko_draft
p04_06.title,lore,"아침, 점심, 저녁",,,,,,,,,wb_v1,ko_draft
p04_06.category,lore,생활/하루,,,,,,,,,wb_v1,ko_draft
p04_06.nav_label,lore,"아침, 점심, 저녁",,,,,,,,,wb_v1,ko_draft
p04_06.summary.01,lore,하루 세 번의 식사. 함께 먹는 일이 이 섬에서 가장 자주 일어나는 일.,,,,,,,,,wb_v1,ko_draft
p04_06.body.01,lore,"반짝섬의 하루에서 아이동과 가장 자주 만나는 시간은 식사 때다. 아침, 점심, 저녁 세 번. 함께 먹는다는 것은 같은 자리에 앉는다는 것이고, 같은 자리에 앉으면 서로를 다시 알아보게 된다.",,,,,,,,,wb_v1,ko_draft
p04_06.quote.01,lore,먹는 일이 반복되는 건 하루가 살아 있다는 증거다.,,,,,,,,,wb_v1,ko_draft
p04_06.time.01.title,lore,"아침, 점심, 저녁",,,,,,,,,wb_v1,ko_draft
p04_06.time.01.item.01.label,lore,"아침, 부엌에서 마당으로",,,,,,,,,wb_v1,ko_draft
p04_06.time.01.item.01.text,lore,"이른 아침의 부엌은 빛이 비스듬하다. 선반 위 항아리에서 된장을 한 술 꺼내고, 마당에서 대파를 꺾어 온다. 국이 끓는 소리는 집 전체에 퍼진다. 아이동은 국 냄새가 나면 방에서 나온다. 아직 눈이 덜 뜬 채로. 식탁은 좁고, 그릇은 각자 다르고, 반찬은 늘 두세 가지다. 적지만 충분하다. 아침은 빨리 끝난다. 그래도 괜찮다.",,,,,,,,,wb_v1,ko_draft
p04_06.time.01.item.02.label,lore,"점심, 구역에서 돌아오는 시간",,,,,,,,,wb_v1,ko_draft
p04_06.time.01.item.02.text,lore,"점심은 어디서 먹는지가 매번 다르다. 오전에 구역을 다녀왔다면 마당에서 먹고, 숙소에서 보냈다면 부엌 식탁에서 먹는다. 성장의 정원에서 따온 채소로 볶음 하나, 우정의 다리에서 줍고 돌아온 콩으로 쑨 죽 한 그릇. 점심 식재료는 아이동과 함께 다녀온 구역이 보내준 것들로 차린다. 메뉴를 정하는 건 아니다. 오늘 가져온 게 무엇인지가 메뉴를 정한다.",,,,,,,,,wb_v1,ko_draft
p04_06.time.01.item.03.label,lore,"저녁, 하루의 마지막 상",,,,,,,,,wb_v1,ko_draft
p04_06.time.01.item.03.text,lore,"저녁은 느리다. 해가 기울면 부엌에 다시 불이 켜지고, 냄새가 퍼지면 아이동이 마당에서 들어온다. 저녁 식탁은 아침보다 말이 많다. 오늘 본 것, 오늘 있었던 일, 오늘 주워온 것에 대한 짧은 대화. 대화가 없어도 괜찮다. 함께 있는 것만으로 충분한 때가 있다. 설거지는 같이 한다. 물 소리가 나는 동안 하루가 정리된다.",,,,,,,,,wb_v1,ko_draft
p04_07.title,lore,재우기와 잠자리 이야기,,,,,,,,,wb_v1,ko_draft
p04_07.category,lore,생활/하루,,,,,,,,,wb_v1,ko_draft
p04_07.nav_label,lore,재우기와 잠자리 이야기,,,,,,,,,wb_v1,ko_draft
p04_07.summary.01,lore,하루가 닫히는 방식. 재우기 전 나누는 잠자리 이야기와 조용한 마무리.,,,,,,,,,wb_v1,ko_draft
p04_07.body.01,lore,"저녁 설거지가 끝나면 숙소가 조용해진다. 바깥에 남아 있던 소리도 하나씩 사라지고, 처마 밑의 풀벌레 소리만 일정하게 남는다.",,,,,,,,,wb_v1,ko_draft
p04_07.body.02,lore,"아이동은 이 시간에 가장 부드럽다. 낮에는 구역에서 뛰어다니거나 무언가를 내려놓지 못하다가, 이 시간만큼은 방으로 들어가 이불 위에 앉는다. 방문 앞에 서면, 안에서 아이동이 기다리고 있다는 게 느껴진다. 기다리는 것처럼 앉아 있는 게 아니라, 그냥 있는 것처럼 앉아 있다. 하지만 문이 열리면 귀가 돌아온다.",,,,,,,,,wb_v1,ko_draft
p04_07.body.03,lore,"잠자리 이야기는 거창하지 않다. 오늘 어디를 다녀왔는지, 뭘 봤는지, 어떤 냄새가 났는지. 때로는 섬 너머 이야기를 꺼낸다. 이 섬에 없는 것, 바다 건너에 있을 것 같은 것. 아이동은 듣는 동안 천천히 눕는다. 이야기가 끝나지 않아도 눈이 감기기 시작한다.",,,,,,,,,wb_v1,ko_draft
p04_07.body.04,lore,초 하나를 켜두고 나오면 방문 너머로 이불 소리가 난다. 그 소리가 멈추는 데는 오래 걸리지 않는다.,,,,,,,,,wb_v1,ko_draft
p04_07.body.05,lore,소품 하나: 창틀에 올려진 돌 하나. 아이동이 오늘 주워온 것. 내일 어디 두고 싶은지는 아직 정하지 않은 것.,,,,,,,,,wb_v1,ko_draft
p04_07.quote.01,lore,이야기는 끝에 가야 마무리되지 않는다. 듣는 사람이 잠드는 순간에 마무리된다.,,,,,,,,,wb_v1,ko_draft
p04_08.title,lore,꿈일기,,,,,,,,,wb_v1,ko_draft
p04_08.category,lore,기록/하루,,,,,,,,,wb_v1,ko_draft
p04_08.nav_label,lore,꿈일기,,,,,,,,,wb_v1,ko_draft
p04_08.summary.01,lore,아이동이 잠을 자는 동안 남는 기록. 꿈일기가 쌓이는 방식.,,,,,,,,,wb_v1,ko_draft
p04_08.body.01,lore,"아이동은 꿈을 꾼다. 무슨 꿈인지는 아무도 모른다. 그런데 아침이면 방에 작은 기록이 남아 있다. 말이 아니라 흔적으로 남는다. 베개 옆에 조개껍데기가 하나 더 있거나, 어젯밤에 없던 그림이 벽에 생겨 있거나, 이불 위에 꽃잎이 한 장 떨어져 있거나.",,,,,,,,,wb_v1,ko_draft
p04_08.body.02,lore,"꿈일기는 그 흔적을 모으는 기록이다. 어떤 날은 한 줄짜리 짧은 것이 남고, 어떤 날은 빽빽한 것이 남고, 어떤 날은 아무것도 남지 않는다. 남지 않는 날도 꿈을 꾸지 않은 건 아닐 것이다. 그냥 기억되지 않은 것이다.",,,,,,,,,wb_v1,ko_draft
p04_08.body.03,lore,"꿈일기가 쌓이면 이상한 일이 생긴다. 같은 장소가 반복된다거나, 같은 계절이 여러 번 나온다거나, 한 번도 가지 않은 구역이 등장한다. 꿈은 숙소와 섬과 아이동이 함께 기억하는 무언가다. 그것이 무엇인지는, 꿈일기를 오래 모으다 보면 윤곽이 드러나기 시작한다.",,,,,,,,,wb_v1,ko_draft
p04_08.body.04,lore,"꿈일기는 외부로 보내는 기록이 아니다. 이 방에 살았다는 것, 이 섬에서 이 아이동과 이 하루를 보냈다는 것, 그것만 남긴다.",,,,,,,,,wb_v1,ko_draft
p04_08.quote.01,lore,아무것도 남지 않은 날의 꿈이 가장 깊었을 수도 있다.,,,,,,,,,wb_v1,ko_draft
p04_09.title,lore,시간대와 생활감,,,,,,,,,wb_v1,ko_draft
p04_09.category,lore,생활/기록,,,,,,,,,wb_v1,ko_draft
p04_09.nav_label,lore,시간대와 생활감,,,,,,,,,wb_v1,ko_draft
p04_09.summary.01,lore,반짝섬의 하루를 흘러가는 시간대와 각 시간대의 분위기.,,,,,,,,,wb_v1,ko_draft
p04_09.body.01,lore,"반짝섬의 하루는 태양의 위치로 읽힌다. 시계는 없지만, 빛의 각도와 소리와 냄새로 지금이 어느 시간인지 안다. 각 시간대에는 고유한 생활감이 있다.",,,,,,,,,wb_v1,ko_draft
p04_09.quote.01,lore,"어느 시간대든 이 섬에는 한 점의 빛이 있다. 새벽이면 등대, 낮이면 윤슬, 밤이면 빛벌레 한 마리.",,,,,,,,,wb_v1,ko_draft
p04_09.data.01.title,lore,시간대와 생활감,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.01.label,lore,**새벽**,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.01.value,lore,가장 어두움. 등대 불빛 하나. 빛벌레가 마지막으로 깜빡임 · 아이동 아직 잠 · 섬이 가장 조용. 오늘의 반짝 지점이 조금씩 켜지기 시작,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.02.label,lore,**아침**,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.02.value,lore,빛이 비스듬히 들어옴. 닭 소리. 부엌 냄새 · 깨우기 · 아침 식사 · 구역들이 하나씩 색을 켜기 시작. 아이동이 마당으로 나옴,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.03.label,lore,**오전**,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.03.value,lore,"맑고 고름. 바람 있음 · 아이동 활동 시간 · 숙소 밖, 각 구역 탐험 가능. 성장의 정원 이슬 아직 남음",,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.04.label,lore,**점심**,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.04.value,lore,빛이 가장 수직. 그늘이 가장 짧음 · 점심 식사. 마당 또는 부엌 · 구역 중간쯤. 휴식의 오아시스에 아이동이 앉아 있을 수 있음,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.05.label,lore,**오후**,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.05.value,lore,빛이 기울기 시작 · 기능성 방 사용. 도감 정리 · 기억의 숲 그늘이 길어짐. 바람 방향이 오전과 달라짐,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.06.label,lore,**저녁**,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.06.value,lore,노을. 빛이 주황-보라로 번짐 · 저녁 식사. 설거지 · 항구에서 배가 돌아오는 시간. 반성의 호수가 가장 선명하게 비침,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.07.label,lore,**밤**,,,,,,,,,wb_v1,ko_draft
p04_09.data.01.row.07.value,lore,등대 불 외에는 어두움. 풀벌레 소리 · 재우기 · 잠자리 이야기 · 꿈 · 섬 전체가 쉼. 꿈일기는 이 동안 쌓임,,,,,,,,,wb_v1,ko_draft
